work_id,year,type,language,cited_by,is_oa,source,sdg_id,sdg_name,sdg_score
https://openalex.org/W3195088407,2021,article,en,73,False,Applied Soft Computing,8,Decent work and economic growth,0.4699999988079071
https://openalex.org/W2962884208,2019,review,pt,72,True,Ciência & Saúde Coletiva,3,Good health and well-being,0.8399999737739563
https://openalex.org/W3122515713,2021,article,en,72,False,Current Opinion in Electrochemistry,6,Clean water and sanitation,0.8600000143051147
https://openalex.org/W2009180611,2010,article,en,70,True,PLoS ONE,3,Good health and well-being,0.8299999833106995
https://openalex.org/W2053910193,2002,article,en,70,True,Clinical Infectious Diseases,3,Good health and well-being,0.47999998927116394
https://openalex.org/W1511725926,2015,article,pt,69,True,Revista Enfermagem UERJ,3,Good health and well-being,0.550000011920929
https://openalex.org/W2004638112,2010,article,en,69,False,Transactions of the Royal Society of Tropical Medicine and Hygiene,3,Good health and well-being,0.8399999737739563
https://openalex.org/W3040131972,2020,article,en,67,True,Journal of Molecular Liquids,6,Clean water and sanitation,0.7799999713897705
https://openalex.org/W1835579048,2015,article,pt,66,True,Revista Profissão Docente,4,Quality Education,0.7200000286102295
https://openalex.org/W3014392011,2020,article,en,66,True,Molecules,2,Zero hunger,0.46000000834465027
https://openalex.org/W3134289768,2021,article,en,66,False,Industrial & Engineering Chemistry Research,6,Clean water and sanitation,0.49000000953674316
https://openalex.org/W1977321108,2015,article,en,63,False,European Journal of Applied Physiology,3,Good health and well-being,0.5799999833106995
https://openalex.org/W2471955392,2016,article,en,63,False,International Journal of Sports Medicine,3,Good health and well-being,0.5699999928474426
https://openalex.org/W2488926132,2016,article,en,63,True,PLoS neglected tropical diseases,3,Good health and well-being,0.6200000047683716
https://openalex.org/W2735112937,2017,article,en,63,False,New Journal of Chemistry,6,Clean water and sanitation,0.4300000071525574
https://openalex.org/W2902161766,2018,article,en,63,True,Revista Latino-Americana de Enfermagem,3,Good health and well-being,0.4300000071525574
https://openalex.org/W2991448883,2019,article,en,63,False,Immunological Investigations,3,Good health and well-being,0.8100000023841858
https://openalex.org/W2995175706,2019,article,en,63,True,Journal of Biomolecular Structure and Dynamics,3,Good health and well-being,0.8199999928474426
https://openalex.org/W2606702606,2017,article,en,62,False,Pharmacological Reports,3,Good health and well-being,0.6200000047683716
https://openalex.org/W3140749346,2021,article,en,62,True,Sustainability,17,Partnerships for the goals,0.4399999976158142
https://openalex.org/W3024091762,2020,article,en,61,True,Virus Research,17,Partnerships for the goals,0.47999998927116394
https://openalex.org/W2788189145,2017,article,en,60,True,Fisioterapia e Pesquisa,4,Quality Education,0.46000000834465027
https://openalex.org/W2921643992,2019,article,en,60,False,Nano-Structures & Nano-Objects,6,Clean water and sanitation,0.8500000238418579
https://openalex.org/W2751127617,2017,article,en,59,True,Revista do Instituto de Medicina Tropical de São Paulo,3,Good health and well-being,0.8299999833106995
https://openalex.org/W3045099483,2020,article,en,59,True,Biosensors,16,"Peace, Justice and strong institutions",0.6200000047683716
https://openalex.org/W2801837552,2018,article,pt,57,True,Revista Eletrônica de Enfermagem,3,Good health and well-being,0.6299999952316284
https://openalex.org/W2811495931,2018,review,en,56,False,The Neurologist,3,Good health and well-being,0.5199999809265137
https://openalex.org/W3101110141,2020,article,pt,56,True,Revista de Ensino de Biologia da SBEnBio,3,Good health and well-being,0.5
https://openalex.org/W3134306597,2021,article,en,56,False,Aging & Mental Health,3,Good health and well-being,0.4099999964237213
https://openalex.org/W2323947082,2016,article,pt,55,True,Jornal Brasileiro de Psiquiatria,10,Reduced inequalities,0.6800000071525574
https://openalex.org/W2792855149,2018,article,en,55,True,Bulletin of the Chemical Society of Japan,3,Good health and well-being,0.6700000166893005
https://openalex.org/W3047371138,2020,article,en,55,False,Journal of Education for Teaching International Research and Pedagogy,10,Reduced inequalities,0.4099999964237213
https://openalex.org/W2958299971,2019,article,en,53,False,The Science of The Total Environment,15,Life in Land,0.7300000190734863
https://openalex.org/W2033633209,2014,article,pt,52,True,Psico-USF,4,Quality Education,0.4000000059604645
https://openalex.org/W2895024625,2018,article,en,52,False,Menopause The Journal of The North American Menopause Society,3,Good health and well-being,0.6899999976158142
https://openalex.org/W2163941635,2013,article,en,51,True,Revista Latino-Americana de Enfermagem,5,Gender equality,0.5099999904632568
https://openalex.org/W2031799760,2014,article,en,50,True,Journal of South American Earth Sciences,14,Life below water,0.8899999856948853
https://openalex.org/W2332742635,2016,article,en,49,True,Anais Brasileiros de Dermatologia,6,Clean water and sanitation,0.7400000095367432
https://openalex.org/W2755612666,2017,article,en,49,True,Escola Anna Nery,3,Good health and well-being,0.7400000095367432
https://openalex.org/W3014009006,2020,article,en,48,True,Ticks and Tick-borne Diseases,3,Good health and well-being,0.6600000262260437
https://openalex.org/W3123202570,2021,review,en,48,True,Canadian Journal of Kidney Health and Disease,16,"Peace, Justice and strong institutions",0.47999998927116394
https://openalex.org/W4391258353,2024,article,en,48,True,Journal of Personalized Medicine,3,Good health and well-being,0.8700000047683716
https://openalex.org/W4406994894,2025,review,en,47,False,Stroke,3,Good health and well-being,0.8500000238418579
https://openalex.org/W2923144712,2019,article,en,46,True,Health and Quality of Life Outcomes,3,Good health and well-being,0.8500000238418579
https://openalex.org/W3138161991,2021,article,pt,46,True,Escola Anna Nery,3,Good health and well-being,0.5099999904632568
https://openalex.org/W3183667021,2021,article,en,45,False,Journal of Inorganic Biochemistry,7,Affordable and clean energy,0.7200000286102295
https://openalex.org/W3097856281,2020,article,en,44,True,Revista Latino-Americana de Enfermagem,1,No poverty,0.6700000166893005
https://openalex.org/W2767315659,2017,article,pt,43,True,Acta Paulista de Enfermagem,3,Good health and well-being,0.46000000834465027
https://openalex.org/W3196701536,2021,article,en,43,False,Production Planning & Control,17,Partnerships for the goals,0.4099999964237213
https://openalex.org/W3212178180,2021,article,en,43,True,International Journal of Environmental Research and Public Health,10,Reduced inequalities,0.7400000095367432
https://openalex.org/W2027157746,2013,article,en,42,True,Polímeros,6,Clean water and sanitation,0.8799999952316284
https://openalex.org/W4388049640,2023,review,en,42,True,Jornal de Pediatria,3,Good health and well-being,0.6800000071525574
https://openalex.org/W2964465677,2019,article,pt,41,True,Acta Paulista de Enfermagem,3,Good health and well-being,0.47999998927116394
https://openalex.org/W3203271538,2021,article,pt,41,True,Cadernos de Saúde Pública,4,Quality Education,0.8100000023841858
https://openalex.org/W4289690422,2022,article,en,41,True,Revista Latino-Americana de Enfermagem,10,Reduced inequalities,0.550000011920929
https://openalex.org/W4290719236,2022,article,en,41,True,Arquivos de Neuro-Psiquiatria,2,Zero hunger,0.4300000071525574
https://openalex.org/W1966468926,2015,article,en,40,True,Journal of Exercise Science & Fitness,3,Good health and well-being,0.8600000143051147
https://openalex.org/W2519659326,2016,article,en,40,True,International Journal of Environmental Research and Public Health,16,"Peace, Justice and strong institutions",0.5400000214576721
https://openalex.org/W2519659326,2016,article,en,40,True,International Journal of Environmental Research and Public Health,10,Reduced inequalities,0.4699999988079071
https://openalex.org/W2981457373,2019,article,en,40,False,Blood Cells Molecules and Diseases,3,Good health and well-being,0.75
https://openalex.org/W4200627147,2021,review,en,40,True,Biology of Sport,5,Gender equality,0.4300000071525574
https://openalex.org/W2083118459,2000,article,pt,39,True,Revista da Sociedade Brasileira de Medicina Tropical,14,Life below water,0.4300000071525574
https://openalex.org/W2411813545,2010,article,en,39,False,PubMed,3,Good health and well-being,0.8399999737739563
https://openalex.org/W4318199989,2023,article,en,39,True,Pharmaceuticals,3,Good health and well-being,0.8700000047683716
https://openalex.org/W4377820336,2023,review,en,39,True,Foods,2,Zero hunger,0.44999998807907104
https://openalex.org/W4388106110,2023,review,en,39,True,Jornal de Pediatria,2,Zero hunger,0.800000011920929
https://openalex.org/W2742598124,2017,article,en,38,True,Escola Anna Nery,4,Quality Education,0.7099999785423279
https://openalex.org/W4200378315,2021,review,en,38,False,Topics in Stroke Rehabilitation,10,Reduced inequalities,0.5699999928474426
https://openalex.org/W4285809719,2022,review,en,38,True,Anais Brasileiros de Dermatologia,3,Good health and well-being,0.6800000071525574
https://openalex.org/W3111861320,2020,review,en,37,False,Respiratory Medicine,3,Good health and well-being,0.8799999952316284
https://openalex.org/W4283159782,2022,article,en,37,True,Current Research in Food Science,2,Zero hunger,0.6600000262260437
https://openalex.org/W2611417248,2017,article,en,36,True,Ciência Rural,15,Life in Land,0.6000000238418579
https://openalex.org/W2621070153,2017,article,en,36,True,The journal of nutrition health & aging,2,Zero hunger,0.8399999737739563
https://openalex.org/W3129641081,2021,article,en,36,True,The Science of The Total Environment,15,Life in Land,0.7799999713897705
https://openalex.org/W3195086030,2021,review,en,36,True,PLoS ONE,2,Zero hunger,0.7200000286102295
https://openalex.org/W4313311794,2022,article,en,36,True,Nucleic Acids Research,15,Life in Land,0.5
https://openalex.org/W2915083176,2019,article,en,34,True,Revista da Escola de Enfermagem da USP,1,No poverty,0.5199999809265137
https://openalex.org/W4221136434,2022,article,en,34,True,Journal of Exercise Science & Fitness,3,Good health and well-being,0.6700000166893005
https://openalex.org/W4396834820,2024,article,en,34,False,American Journal of Cardiovascular Drugs,3,Good health and well-being,0.8399999737739563
https://openalex.org/W3141402046,2020,article,pt,33,True,Fisioterapia e Pesquisa,3,Good health and well-being,0.5
https://openalex.org/W4387345493,2023,article,en,33,False,Separation and Purification Technology,7,Affordable and clean energy,0.8700000047683716
https://openalex.org/W2586454789,2017,article,en,32,False,Issues in Mental Health Nursing,1,No poverty,0.6499999761581421
https://openalex.org/W2950661042,2019,article,en,32,False,Medicine & Science in Sports & Exercise,3,Good health and well-being,0.6200000047683716
https://openalex.org/W3092630723,2020,article,en,32,True,Scientific Reports,3,Good health and well-being,0.75
https://openalex.org/W4293715384,2022,review,en,32,True,Frontiers in Pharmacology,3,Good health and well-being,0.8700000047683716
https://openalex.org/W2964776070,2019,article,en,31,True,Escola Anna Nery,5,Gender equality,0.5600000023841858
https://openalex.org/W4281775439,2022,article,en,31,True,Clinical EEG and Neuroscience,3,Good health and well-being,0.6800000071525574
https://openalex.org/W4391098111,2024,review,en,31,True,Journal of Clinical Medicine,3,Good health and well-being,0.8399999737739563
https://openalex.org/W3010246696,2020,article,pt,30,True,Ciência & Saúde Coletiva,3,Good health and well-being,0.75
https://openalex.org/W4324362014,2023,article,en,30,True,Cultural Studies of Science Education,4,Quality Education,0.5699999928474426
https://openalex.org/W2080150528,2009,article,pt,29,True,Revista Brasileira de Enfermagem,3,Good health and well-being,0.5400000214576721
https://openalex.org/W2524807718,2016,article,en,28,True,Texto & Contexto - Enfermagem,5,Gender equality,0.7300000190734863
https://openalex.org/W4318167490,2023,article,en,28,True,Revista da Sociedade Brasileira de Medicina Tropical,17,Partnerships for the goals,0.5799999833106995
https://openalex.org/W4396656821,2024,article,en,28,True,Philosophical Transactions of the Royal Society B Biological Sciences,11,Sustainable cities and communities,0.5299999713897705
https://openalex.org/W3034820752,2020,article,en,27,False,Biomarkers,3,Good health and well-being,0.8199999928474426
https://openalex.org/W4281747529,2022,article,en,27,False,Life Sciences,3,Good health and well-being,0.5799999833106995
https://openalex.org/W4296034320,2022,review,en,27,False,OMICS A Journal of Integrative Biology,3,Good health and well-being,0.6100000143051147
https://openalex.org/W4310951891,2022,review,en,27,False,European Journal of Applied Physiology,5,Gender equality,0.550000011920929
https://openalex.org/W4390145776,2023,article,en,27,False,The Science of The Total Environment,6,Clean water and sanitation,0.8500000238418579
https://openalex.org/W1975529718,2009,article,en,25,False,Journal of Pediatric Surgery,3,Good health and well-being,0.7799999713897705
https://openalex.org/W2923375758,2019,article,en,25,False,Rhizosphere,15,Life in Land,0.4399999976158142
https://openalex.org/W4389750139,2023,article,en,25,True,Journal of Controlled Release,3,Good health and well-being,0.6899999976158142
https://openalex.org/W2890720112,2018,article,pt,24,True,Revista Família Ciclos de Vida e Saúde no Contexto Social,3,Good health and well-being,0.5400000214576721
https://openalex.org/W4380853291,2023,article,en,23,True,Ecology and Evolution,15,Life in Land,0.7799999713897705
https://openalex.org/W4385417898,2023,review,en,23,True,Brazilian Journal of Nephrology,3,Good health and well-being,0.8100000023841858
https://openalex.org/W4396609088,2024,review,en,23,False,Heart Rhythm,3,Good health and well-being,0.6700000166893005
https://openalex.org/W2460718099,2016,article,pt,22,True,Online Brazilian Journal of Nursing,3,Good health and well-being,0.699999988079071
https://openalex.org/W2531910886,2016,article,en,22,True,ABCD Arquivos Brasileiros de Cirurgia Digestiva (São Paulo),3,Good health and well-being,0.8299999833106995
https://openalex.org/W4296890741,2022,article,en,22,True,Sports Medicine and Health Science,3,Good health and well-being,0.8199999928474426
https://openalex.org/W3133979044,2021,review,pt,21,True,Brazilian Journal of Development,5,Gender equality,0.41999998688697815
https://openalex.org/W4393204891,2024,article,en,20,False,Bioresource Technology Reports,12,Responsible consumption and production,0.5600000023841858
https://openalex.org/W2936232536,2019,article,en,19,True,Frontiers in Microbiology,12,Responsible consumption and production,0.44999998807907104
https://openalex.org/W3008637009,2020,article,en,18,True,South African Journal of Botany,15,Life in Land,0.7300000190734863
https://openalex.org/W3007872388,2019,article,pt,17,True,VínculorevistadoNesme,4,Quality Education,0.6399999856948853
https://openalex.org/W4407168009,2025,article,en,17,False,Enterprise Information Systems,9,"Industry, innovation and infrastructure",0.41999998688697815
https://openalex.org/W4391898170,2024,article,en,16,True,Journal of Biogeography,13,Climate action,0.6100000143051147
https://openalex.org/W4396769251,2024,article,en,16,True,Nutrients,3,Good health and well-being,0.4399999976158142
https://openalex.org/W4399662831,2024,article,en,15,False,Metabolism,2,Zero hunger,0.4699999988079071
https://openalex.org/W4405442156,2024,review,en,15,False,Water Research,6,Clean water and sanitation,0.8299999833106995
https://openalex.org/W4226020420,2022,article,en,14,True,Revista Brasileira de Enfermagem,13,Climate action,0.8500000238418579
https://openalex.org/W4312058871,2022,article,en,14,False,International Journal of Biological Macromolecules,12,Responsible consumption and production,0.550000011920929
https://openalex.org/W4403295344,2024,article,en,14,True,BMC Psychology,13,Climate action,0.4099999964237213
https://openalex.org/W4407390882,2025,review,en,12,True,Modern Pathology,2,Zero hunger,0.4699999988079071
https://openalex.org/W4409404852,2025,review,en,12,True,Histopathology,17,Partnerships for the goals,0.46000000834465027
https://openalex.org/W4385987218,2023,article,en,11,True,Pathogens,3,Good health and well-being,0.8299999833106995
https://openalex.org/W4402982830,2024,article,en,11,True,Sensors,4,Quality Education,0.6000000238418579
https://openalex.org/W4405356379,2024,article,en,11,True,Next Materials,2,Zero hunger,0.41999998688697815
https://openalex.org/W4401521215,2024,article,en,10,True,International Journal of Logistics Research and Applications,9,"Industry, innovation and infrastructure",0.41999998688697815
https://openalex.org/W4408636234,2025,article,en,10,True,Frontiers in Microbiology,2,Zero hunger,0.550000011920929
https://openalex.org/W4409739024,2025,review,en,9,True,Journal of Agricultural and Food Chemistry,2,Zero hunger,0.8399999737739563
https://openalex.org/W4410195162,2025,article,en,6,False,Journal of environmental chemical engineering,6,Clean water and sanitation,0.7799999713897705
https://openalex.org/W3042630238,2020,article,en,5,True,International Journal of Advanced Engineering Research and Science,2,Zero hunger,0.699999988079071
https://openalex.org/W4384661559,2023,review,en,5,True,Translational Sports Medicine,4,Quality Education,0.6600000262260437
https://openalex.org/W1999986344,1996,article,en,250,False,Science,7,Affordable and clean energy,0.47999998927116394
https://openalex.org/W2092762319,1996,letter,en,139,False,The Lancet,2,Zero hunger,0.4699999988079071
https://openalex.org/W2058760208,2002,article,en,135,False,Critical Care Medicine,3,Good health and well-being,0.7200000286102295
https://openalex.org/W2153762486,2006,article,en,120,True,Clinical & Experimental Immunology,15,Life in Land,0.5600000023841858
https://openalex.org/W1964787169,2010,article,en,113,False,Journal of Endodontics,3,Good health and well-being,0.6000000238418579
https://openalex.org/W2006829376,2008,article,en,107,False,Toxicology and Applied Pharmacology,3,Good health and well-being,0.7699999809265137
https://openalex.org/W2075307511,2001,article,en,105,True,Memórias do Instituto Oswaldo Cruz,3,Good health and well-being,0.8199999928474426
https://openalex.org/W2050822458,2004,article,en,102,True,Memórias do Instituto Oswaldo Cruz,13,Climate action,0.4099999964237213
https://openalex.org/W2088905882,2004,article,en,102,False,International Journal for Parasitology,3,Good health and well-being,0.6000000238418579
https://openalex.org/W2302266575,2016,article,en,102,True,AGE,3,Good health and well-being,0.8299999833106995
https://openalex.org/W2107037104,2001,article,en,100,True,Sao Paulo Medical Journal,3,Good health and well-being,0.7699999809265137
https://openalex.org/W2063666766,2005,article,en,96,True,Scandinavian Journal of Immunology,3,Good health and well-being,0.6399999856948853
https://openalex.org/W2111938996,1998,article,en,92,True,Medical Mycology,2,Zero hunger,0.5299999713897705
https://openalex.org/W2047803881,2011,article,pt,89,True,Revista da Sociedade Brasileira de Medicina Tropical,3,Good health and well-being,0.8100000023841858
https://openalex.org/W1992452052,2001,article,en,87,False,Archiv für Pathologische Anatomie und Physiologie und für Klinische Medicin,3,Good health and well-being,0.4000000059604645
